GameFileName,GameName,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags,VPS-ID
"Aerosmith (Original 2019) Franck Hollinger (Mussinger) 1.1 MOD","Aerosmith (Original 2019)",Original,2019,,SS,,"Music",,,,,"Franck Hollinger (Mussinger), DarthMarino, Wed21, Siggi",1.1,frpwr_b7,"Music, MOD",g6FaArugYd
"Agents 777 (Game Plan 1984) HSM 1.0","Agents 777 (Game Plan 1984)",Game Plan,1984,4,SS,,"Cartoon, Crime","http://www.ipdb.org/machine.cgi?id=26",26,,"Ed Cebula","HSM, Xenonph",1.0,agent777,,PvqsaOl8
"Agents 777 (Game Plan 1984) Hmueck 1.0","Agents 777 (Game Plan 1984)",Game Plan,1984,4,SS,,"Cartoon, Crime","http://www.ipdb.org/machine.cgi?id=26",26,,"Ed Cebula","Hmueck",1.0,agent777,,UEkko9GL
"Air Aces (Bally 1975) Bord 2.0","Air Aces (Bally 1975)",Bally,1975,4,EM,,"Adventure, Aviation, Combat","https://www.ipdb.org/machine.cgi?id=28",28,,"Jim Patla","Bord, Scottacus",2.0,,,qThYmv3S
"Air Aces (Bally 1975) Popotte 1.00","Air Aces (Bally 1975)",Bally,1975,4,EM,,"Adventure, Aviation, Combat","https://www.ipdb.org/machine.cgi?id=28",28,,"Jim Patla","Popotte",1.00,,,eB3j1Bd4tC
"Airborne (Capcom 1996) Versins77 1.0 SSF MOD","Airborne (Capcom 1996)",Capcom,1996,4,SS,,"Aviation","http://www.ipdb.org/machine.cgi?id=3783",3783,,"Claude Fernandez","Versins77, Robbo43, DCrosby, Bodydump, TAB, Destruk",1.0,abv106,"SSF, nFozzy, Fleep, LUT, MOD",um2mEgU3gx
"Airborne (Capcom 1996) Morttis 1.0-2.0 MOD","Airborne (Capcom 1996)",Capcom,1996,4,SS,,"Aviation","http://www.ipdb.org/machine.cgi?id=3783",3783,,"Claude Fernandez","Morttis, Arconovum, Robbo43, DCrosby, Bodydump, TAB, Destruk",1.0-2.0,abv106,"FSS, MOD",rbWS_86F
"Airborne (Capcom 1996) Robbo43 1.0","Airborne (Capcom 1996)",Capcom,1996,4,SS,,"Aviation","http://www.ipdb.org/machine.cgi?id=3783",3783,,"Claude Fernandez","Robbo43, DCrosby, Bodydump, TAB, Destruk",1.0,abv106,,RqUjS70P
"Airborne Avenger (Atari 1977) Balater 1.00","Airborne Avenger (Atari 1977)",Atari,1977,4,SS,,"Adventure, Combat, Aviation","http://www.ipdb.org/machine.cgi?id=33",33,,"Steve Ritchie","Balater",1.00,,,eVG1WB9PHW
"Airborne Avenger (Atari 1977) DarthMarino 1.4","Airborne Avenger (Atari 1977)",Atari,1977,4,SS,,"Adventure, Combat, Aviation","http://www.ipdb.org/machine.cgi?id=33",33,,"Steve Ritchie","DarthMarino, Destruk, John Shepherd, Dboyrecords, BlackPredator72, 32assassin",1.4,,,KICM9nRF
"Airport (Gottlieb 1969) Popotte 2.0","Airport (Gottlieb 1969)",Gottlieb,1969,2,EM,,"Travel","http://www.ipdb.org/machine.cgi?id=35",35,,"Ed Krynski","Popotte",2.0,,,1ybsJAoKRm
"Airport (Gottlieb 1969) Teisen 1.0 MOD","Airport (Gottlieb 1969)",Gottlieb,1969,2,EM,,"Travel","http://www.ipdb.org/machine.cgi?id=35",35,,"Ed Krynski","Teisen, Loserman76, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0,,"MOD",t1SZxheXLx
"Airport (Gottlieb 1969) Mustang1961 1.0b MOD","Airport (Gottlieb 1969)",Gottlieb,1969,2,EM,,"Travel","http://www.ipdb.org/machine.cgi?id=35",35,,"Ed Krynski","Mustang1961, Loserman76",1.0b,,"MOD",RJ6i1Xo0Vc
"Airport (Gottlieb 1969) Loserman76 1.0.0f","Airport (Gottlieb 1969)",Gottlieb,1969,2,EM,,"Travel","http://www.ipdb.org/machine.cgi?id=35",35,,"Ed Krynski","Loserman76",1.0.0f,,,zZ6n7was
"Airwolf (Original 2020) Chucky87 1.1 MOD","Airwolf (Original 2020)",Original,2020,,SS,,"TV Show, Aviation",,,,,"Chucky87, Ivantba, JPJ, JLouLou, JPSalas",1.1,cosmic,"Music, MOD",sW8EUxm4
"Airwolf (Original 2020) Ivantba 1.0 MOD","Airwolf (Original 2020)",Original,2020,,SS,,"TV Show, Aviation",,,,,"Ivantba, JPSalas",1.0,cosmic,"Music, MOD",AMMUKkyeY5
"Akira (Original 2021) 7he S4ge 1.0 MOD","Akira (Original 2021)",Original,2021,,SS,,"Anime, Movie",,,,,"7he S4ge, 32assassin, Atros",1.0,,"Music, MOD",slnxn2Qq
"Al Capone (LTD do Brasil 1984) Mfuegemann 1.0","Al Capone (LTD do Brasil 1984)",LTD do Brasil,1984,4,SS,,"American History, Cards, Gambling, Crime, Mobsters","https://www.ipdb.org/machine.cgi?id=5176",5176,,,"Mfuegemann, Carlos Guizzo, Joao Pedras, Gaston",1.0,alcapone,,ZU-z3zCO
"Al's Garage Band Goes On a World Tour (Alvin G. and Co 1992) Antisect 2.0 MOD","Al's Garage Band Goes On a World Tour (Alvin G. and Co 1992)",Alvin G. and Co,1992,4,SS,,"Music, Singing","http://www.ipdb.org/machine.cgi?id=3513",3513,,"Jerry Armstrong","Antisect, 32assassin, JPSalas, Goldchicco, nFozzy, oooPlayer1ooo",2.0,wrldtou2,"MOD",KSTq26CE
"Al's Garage Band Goes On a World Tour (Alvin G. and Co 1992) Morttis 2.0-2.6 MOD","Al's Garage Band Goes On a World Tour (Alvin G. and Co 1992)",Alvin G. and Co,1992,4,SS,,"Music, Singing","http://www.ipdb.org/machine.cgi?id=3513",3513,,"Jerry Armstrong","Morttis, Arconovum, Arrestis, Sneakily1, 32assassin, Goldchicco, oooPlayer1ooo",2.0-2.6,wrldtou2,"FSS, MOD",M8k5-VYe
"Al's Garage Band Goes On a World Tour (Alvin G. and Co 1992) Goldchicco 1.2","Al's Garage Band Goes On a World Tour (Alvin G. and Co 1992)",Alvin G. and Co,1992,4,SS,,"Music, Singing","http://www.ipdb.org/machine.cgi?id=3513",3513,,"Jerry Armstrong","Goldchicco, oooPlayer1ooo, Arrestis, Sneakily1, Arngrim, Batch, 32assassin, Movieguru",1.2,wrldtou2,,aKVryC6h
"Aladdin's Castle (Bally 1976) Dozer 1.01","Aladdin's Castle (Bally 1976)",Bally,1976,2,EM,,"Fantasy, Mythology","http://www.ipdb.org/machine.cgi?id=40",40,,"Greg Kmiec","Dozer, Mjr",1.01,,,DcQZgml2
"Aladdin's Castle (Bally 1976) SLAMT1LT 1.01 MOD","Aladdin's Castle (Bally 1976)",Bally,1976,2,EM,,"Fantasy, Mythology","http://www.ipdb.org/machine.cgi?id=40",40,,"Greg Kmiec","SLAMT1LT, Greywolf",1.01,,"MOD",RntCfn5odI
"Aladdin's Castle (Bally 1976) NitroNimbus 2.0 MOD","Aladdin's Castle (Bally 1976)",Bally,1976,2,EM,,"Fantasy, Mythology","http://www.ipdb.org/machine.cgi?id=40",40,,"Greg Kmiec","NitroNimbus, SLAMT1LT, Greywolf",2.0,,"MOD",ebfn9q6F0o
"Alaska (Interflip 1978) 7he S4ge 1.1","Alaska (Interflip 1978)",Interflip,1978,,SS,,"American Places","https://www.ipdb.org/machine.cgi?id=3888",3888,,,"7he S4ge, JPSalas",1.1,,,3O_4BiCNAE
"Albator 78 (Original 2022) Cez60 1.0.1 MOD","Albator 78 (Original 2022)",Original,2022,,SS,,"Anime, Kids",,,,"","Cez60, Sylvidres, JPSalas",1.0.1,,"Kids, MOD",UxGItXAlSF
"Albator The Movie (Original 2022) Cez60 1.0.0 MOD","Albator The Movie (Original 2022)",Original,2022,,,,"Anime, Kids",,,,,"Cez60, JPSalas",1.0.0,,"Kids, MOD",_2O5qSD0BR
"Alfred Hitchcock's Psycho (Original 2019) Ivantba 1.0 MOD","Alfred Hitchcock's Psycho (Original 2019)",Original,2019,4,SS,,"Horror, Movie",,,,,"Ivantba, JPSalas",1.0,vortex,"MOD",9sZqCCMq
"Algar (Williams 1980) Michel757 1.0 VR","Algar (Williams 1980)",Williams,1980,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=42",42,,"Tony Kraemer","Michel757, Thalamus, Kalavera",1.0,algar_l1,"VR",3dgPw34b
"Algar (Williams 1980) Kalavera 1.3.3 SSF","Algar (Williams 1980)",Williams,1980,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=42",42,,"Tony Kraemer","Kalavera, Thalamus, Practisedummy, UncleWilly, LuvThatApex, Kristian, Flupper, Dark, Fren, Stefanaustria (STAT), GTXJoe, Batch, HauntFreaks, Bord",1.3.3,algar_l1,"SSF",5Iym9nqp
"Ali (Stern 1980) NitroNimbus 2.0 MOD","Ali (Stern 1980)",Stern,1980,4,SS,,"Sports, Boxing, Licensed Theme","http://www.ipdb.org/machine.cgi?id=43",43,,"Harry Williams","NitroNimbus, Cypher80b, DStruct",2.0,ali,"MOD",bti00MI8TS
"Ali (Stern 1980) JPSalas 4.0.0","Ali (Stern 1980)",Stern,1980,4,SS,,"Sports, Boxing, Licensed Theme","http://www.ipdb.org/machine.cgi?id=43",43,,"Harry Williams","JPSalas, HauntFreaks, Arngrim",4.0.0,ali,"LUT",jZlXak4Y
"Ali (Stern 1980) Rajo Joey 1.0.0 MOD VR","Ali (Stern 1980)",Stern,1980,4,SS,,"Sports, Boxing, Licensed Theme","http://www.ipdb.org/machine.cgi?id=43",43,,"Harry Williams","Rajo Joey, Rawd, Rascal, Sixtoe, JPSalas",1.0.0,ali,"VR, MOD, LUT",vmjnVO35vQ
"Alice In Chains Pinball (Original 2021) Darthwhat 1.0.0","Alice In Chains Pinball (Original 2021)",Original,2021,,SS,,"Music",,,,,"Darthwhat, Destruk, Hawkeyez88, Goldchicco",1.0.0,,"Music, FlexDMD",wYP6nduu
"Alice in Wonderland (Gottlieb 1948) JPSalas 1.0.1","Alice in Wonderland (Gottlieb 1948)",Gottlieb,1948,1,EM,,"Fictional Characters","https://www.ipdb.org/machine.cgi?id=47",47,,"Harry Mabs","JPSalas, Mister Transistor",1.0.1,,,EQParLHs3z
"Alien 2 (Original 2023) Bombaj344 1.0.0 MOD","Alien 2 (Original 2023)",Original,2023,,SS,,"Movie, Science Fiction, Horror",,,,,"Bombaj344, BurtMacklin, HauntFreaks, JPSalas, Rothbauerw, Borgdog, Ghostfreaks",1.0.0,startreb,"MOD, Music",vT8GAYFX00
"Alien Covenant (Original 2023) Bombaj344 1.1 MOD","Alien Covenant (Original 2023)",Original,2023,,SS,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Bombaj344, Ghostfreaks, BurtMacklin, BorgDog, HauntFreaks, JPSalas, Rothbauerw",1.1,,"MOD, Music",btrCEC3jq7
"Alien_Isolation","Alien Isolation Pinball (Zen Studios 2016)",Zen Studios,2016,4,,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Zen Studios",,,,mMrnaVpK
"Alien Nostromo (Original 2022) Gh0stbust3r 4.0 MOD","Alien Nostromo (Original 2022)",Original,2022,,,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Gh0stbust3r, Delta23, JPSalas",4.0,sorcr_l2,"Music, MOD",Zom-fzgc
"Alien Poker (Williams 1980) JPSalas 4.0 SSF","Alien Poker (Williams 1980)",Williams,1980,4,SS,,"Science Fiction, Outer Space, Cards, Gambling","http://www.ipdb.org/machine.cgi?id=48",48,,"Edward Tomaszewski","JPSalas",4.0,alpok_l6,"SSF",nFHkuwW8
"Alien Poker (Williams 1980) Bord 1.0.0 SSF VR","Alien Poker (Williams 1980)",Williams,1980,4,SS,,"Science Fiction, Outer Space, Cards, Gambling","http://www.ipdb.org/machine.cgi?id=48",48,,"Edward Tomaszewski","Bord, UnclePaulie, HauntFreaks",1.0.0,alpok_l6,"VR, Hybrid, SSF",KB524fEp
"Alien Poker (Williams 1980) Rajo Joey 1.0.0 MOD VR","Alien Poker (Williams 1980)",Williams,1980,4,SS,,"Science Fiction, Outer Space, Cards, Gambling","http://www.ipdb.org/machine.cgi?id=48",48,,"Edward Tomaszewski","Rajo Joey, JPSalas",1.0.0,alpok_l6,"VR, LUT, MOD",NpOlliN1F2
"Alien Poker (Williams 1980) Cold1 1.0","Alien Poker (Williams 1980)",Williams,1980,4,SS,,"Science Fiction, Outer Space, Cards, Gambling","http://www.ipdb.org/machine.cgi?id=48",48,,"Edward Tomaszewski","Cold1",1.0,alpok_l6,,rAc_qaAtkF
"Alien Resurrection (Original 2022) Ivantba 1.0 MOD","Alien Resurrection (Original 2022)",Original,2022,,SS,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Ivantba, TonyTheWrench",1.0,jngld_l2,"MOD, Music",QrFRtq5Ck0
"Alien Star (Gottlieb 1984) UnclePaulie 2.0.1 VR","Alien Star (Gottlieb 1984)",Gottlieb,1984,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=49",49,,"John Trudeau","UnclePaulie, BorgDog, Rothbauerw, Redbone, HauntFreaks, PinstratsDan",2.0.1,alienstr,"nFozzy, Fleep, Hybrid, VR, LUT",EE7Sw0ydR5
"Alien Star (Gottlieb 1984) Versins77 1.0.0 SSF MOD","Alien Star (Gottlieb 1984)",Gottlieb,1984,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=49",49,,"John Trudeau","Versins77, BorgDog, VPW Team, HauntFreaks",1.0.0,alienstr,"MOD, nFozzy, Fleep, LUT, SSF",xNVI0U7Q0C
"Alien Star (Gottlieb 1984) Wildman 0.93","Alien Star (Gottlieb 1984)",Gottlieb,1984,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=49",49,,"John Trudeau","Wildman, BorgDog, HauntFreaks",0.93,alienstr,,dBqQx-MQ
"Alien Trilogy (Original 2019) Ivantba 1.0","Alien Trilogy (Original 2019)",Original,2019,,SS,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Ivantba, Lodger",1.0,,"Music",tVFy4-sr
"Alien Warrior (LTD do Brasil 1982) Wiesshund 4.0","Alien Warrior (LTD do Brasil 1982)",LTD do Brasil,1982,,SS,,"Aliens, Fantasy, Outer Space","https://www.ipdb.org/machine.cgi?id=5882",5882,,,"Wiesshund, Siggi, Chucky87, Gaston, CarlosGuizzo",4.0,,,v77pvUzwAY
"Alien_vs_Predator","Alien vs Predator Pinball (Zen Studios 2016)",Zen Studios,2016,4,,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Zen Studios",,,,vM5fPJrC
"Aliens (Original 2020) Solters 1.0 MOD VR","Aliens (Original 2020)",Original,2020,4,SS,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Solters, Bombaj344, Delta23, Rascal",1.0,sorcr_l1,"VR, MOD",WVgDROqx7z
"Aliens (Original 2020) BurtMacklin 1.0 MOD","Aliens (Original 2020)",Original,2020,4,SS,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"BurtMacklin, Bombaj344, Delta23, JPSalas",1.0,sorcr_l1,"MOD",QYoIw_87bH
"Aliens (Original 2020) Bombaj344 1.0 MOD","Aliens (Original 2020)",Original,2020,4,SS,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Bombaj344, Delta23",1.0,sorcr_l1,"MOD, Music, LUT",2m2xM6aM
"Aliens (Original 2020) Delta23 2.0 MOD","Aliens (Original 2020)",Original,2020,4,SS,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Delta23, JPSalas, Siggi",2.0,sorcr_l1,"MOD, Music",n52iT05p
"Aliens Legacy (Original 2005) TerryRed 1.1 SSF MOD","Aliens Legacy (Original 2005)",Original,2005,,,,"Movie, Licensed Theme, Science Fiction",,,,,"TerryRed, Steve Paradis (Polygame), SLAMT1LT, Paolo (Wild), David Eisner (Pinballwzd)",1.1,,"SSF, Fleep, MOD",_i1IjV1yps
"Aliens Legacy (Original 2005) TerryRed 1.12 MOD","Aliens Legacy (Original 2005)",Original,2005,,,,"Movie, Licensed Theme, Science Fiction",,,,,"TerryRed, SLAMT1LT, David Eisner (Pinballwzd)",1.12,,"MOD",6m6hBKvJrN
"Aliens Legacy (Original 2005) SLAMT1LT 1.03 MOD","Aliens Legacy (Original 2005)",Original,2005,,,,"Movie, Licensed Theme, Science Fiction",,,,,"SLAMT1LT, Paolo (Wild), David Eisner (Pinballwzd)",1.03,,"MOD",DF9Qa8pxHi
"Aliens Legacy (Original 2005) SLAMT1LT 1.07 MOD","Aliens Legacy (Original 2005)",Original,2005,,,,"Movie, Licensed Theme, Science Fiction",,,,,"SLAMT1LT, David Eisner (Pinballwzd), Destruk, Steve Paradis (Polygame), Tom Niwinski",1.07,,"MOD",7w2VUcHA-1
"Aliens Legacy (Original 2005) David Eisner (Pinballwzd) 1.0","Aliens Legacy (Original 2005)",Original,2005,,,,"Movie, Licensed Theme, Science Fiction",,,,,"David Eisner (Pinballwzd), Destruk, Steve Paradis (Polygame), Tom Niwinski",1.0,,,nu1DVKGW4O
"Aliens","Aliens Pinball (Zen Studios 2016)",Zen Studios,2016,4,,,"Licensed Theme, Horror, Science Fiction, Movie",,,,,"Zen Studios",,,,Zy4hSBsD
"Aliens from Outer Space (Original 2021) Rosve 1.1.3","Aliens from Outer Space (Original 2021)",Original,2021,,,,"Aliens, Science Fiction",,,,,"Rosve",1.1.3,,,FOgS11LO1k
"Alive (Brunswick 1978) HSM 1.0 MOD","Alive (Brunswick 1978)",Brunswick,1978,4,SS,,"Music","http://www.ipdb.org/machine.cgi?id=50",50,,,"HSM, Roccodimarco",1.0,,"MOD",EP0Qi8Be
"Alive (Brunswick 1978) Roccodimarco 0.0.3","Alive (Brunswick 1978)",Brunswick,1978,4,SS,,"Music","http://www.ipdb.org/machine.cgi?id=50",50,,,"Roccodimarco, Updon719, Wrenchien, Dboyrecords, Stefanaustria (STAT), Itchigo, Scottacus, BorgDog, HauntFreaks",0.0.3,,,Wa9yvPob
"All-Star Basketball (Gottlieb 1952) Martin Brunker 1.0","All-Star Basketball (Gottlieb 1952)",Gottlieb,1952,1,EM,,"Sports, Basketball","https://www.ipdb.org/machine.cgi?id=54",54,,"Wayne Neyens","Martin Brunker, Brent Carter",1.0,,,Q5KADFiccd
"Alle Neune (NSM 1969) Stefanaustria (STAT) 1.1","Alle Neune (NSM 1969)",NSM,1969,1,EM,,"Sports, Bowling, Flipperless","http://www.ipdb.org/machine.cgi?id=6037",6037,,,"Stefanaustria (STAT), Hmueck, Bord",1.1,,,OkP8AIGY
"Alley Cats (Williams 1985) Rascal 1.1.0 MOD VR","Alley Cats (Williams 1985)",Williams,1985,,SS,,"Arcade, Bowling",,,,,"Rascal",1.1.0,alcat_l7,"VR, MOD",3siMUqV_g0
"Alley Cats (Williams 1985) Rascal 1.1","Alley Cats (Williams 1985)",Williams,1985,,SS,,"Arcade, Bowling",,,,,"Rascal",1.1,alcat_l7,,D-fr2bD-
"Aloha (Gottlieb 1961) MauiPunter 1.1.0 MOD","Aloha (Gottlieb 1961)",Gottlieb,1961,2,EM,,"American Places, Hawaii","https://www.ipdb.org/machine.cgi?id=62",62,,"Wayne Neyens","MauiPunter, Popotte, Jino372",1.1.0,,"Music, MOD",Vr2qgLad8K
"Aloha (Gottlieb 1961) Jino0372 1.1","Aloha (Gottlieb 1961)",Gottlieb,1961,2,EM,,"American Places, Hawaii","https://www.ipdb.org/machine.cgi?id=62",62,,"Wayne Neyens","Jino0372, Popotte",1.1,,,Y9i4ZIclqd
"Aloha (Gottlieb 1961) Popotte 1.00","Aloha (Gottlieb 1961)",Gottlieb,1961,2,EM,,"American Places, Hawaii","https://www.ipdb.org/machine.cgi?id=62",62,,"Wayne Neyens","Popotte",1.00,,,k11etpm7LK
"Amazon Hunt (Gottlieb 1983) Batch 1.6 SSF","Amazon Hunt (Gottlieb 1983)",Gottlieb,1983,4,SS,,"Hunting, Jungle","http://www.ipdb.org/machine.cgi?id=66",66,,"Ed Krynski","Batch, JPSalas, Kds70, Thalamus, Arngrim, 32assassin, HauntFreaks",1.6,,"SSF",5nZWcwTL
"Amazon Hunt (Gottlieb 1983) Rajo Joey 1.0 MOD VR","Amazon Hunt (Gottlieb 1983)",Gottlieb,1983,4,SS,,"Hunting, Jungle","http://www.ipdb.org/machine.cgi?id=66",66,,"Ed Krynski","Rajo Joey, Batch, Sixtoe, Rawd",1.0,,"MOD, VR, LUT",QmWt74HfkV
"America 1492 (Juegos Populares 1986) Ext2k 1.1 VR","America 1492 (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Historical","http://www.ipdb.org/machine.cgi?id=5013",5013,,,"Ext2k, 32assassin, Goldchicco, TastyWasps",1.1,america,"VR",FD6iIPLxj2
"America 1492 (Juegos Populares 1986) Goldchicco 1.1","America 1492 (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Historical","http://www.ipdb.org/machine.cgi?id=5013",5013,,,"Goldchicco, 32assassin, Mfuegemann, Movieguru, Vogliadicane, Arngrim, Batch, JPSalas",1.1,america,"LUT",O6cU9C0K
"America's Most Haunted (Spooky Pinball 2014) Bigus1 2.0 MOD","America's Most Haunted (Spooky Pinball 2014)",Spooky Pinball,2014,4,SS,,"Horror, Supernatural",,,,,"Bigus1, Freneticamnesic, Shoopity",2.0,,"MOD, FlexDMD, Music",FZh34vREg6
"America's Most Haunted (Spooky Pinball 2014) Drhotwing 1.0.0 VR","America's Most Haunted (Spooky Pinball 2014)",Spooky Pinball,2014,4,SS,,"Horror, Supernatural",,,,,"Drhotwing, Bigus1, Freneticamnesic, Shoopity",1.0.0,,"VR, FlexDMD, Music",8WUSUcL3Ea
"America's Most Haunted (Spooky Pinball 2014) Freneticamnesic 062718a","America's Most Haunted (Spooky Pinball 2014)",Spooky Pinball,2014,4,SS,,"Horror, Supernatural",,,,,"Freneticamnesic, Shoopity",062718a,,"Music, FlexDMD",Ci5Gq3Uc
"AmericanDad","American Dad! Pinball (Zen Studios 2015)",Zen Studios,2015,4,,,"Licensed Theme, TV Show",,,,,"Zen Studios",,,,xfnLSrgD
"Amigo (Bally 1974) Teisen 1.0 SSF MOD","Amigo (Bally 1974)",Bally,1974,4,EM,,"Dancing, Happiness, Music, Singing, World Culture","https://www.ipdb.org/machine.cgi?id=71",71,,"Greg Kmiec","Teisen, Loserman76",1.0,,"MOD, SSF",jf_1J5jsNf
"Amigo (Bally 1974) Leeoneil 1.1.0 SSF","Amigo (Bally 1974)",Bally,1974,4,EM,,"Dancing, Happiness, Music, Singing, World Culture","https://www.ipdb.org/machine.cgi?id=71",71,,"Greg Kmiec","Leeoneil, Loserman76",1.1.0,,"SSF",0UnXiQLav3
"Amigo (Bally 1974) Loserman76 1.0.0f","Amigo (Bally 1974)",Bally,1974,4,EM,,"Dancing, Happiness, Music, Singing, World Culture","https://www.ipdb.org/machine.cgi?id=71",71,,"Greg Kmiec","Loserman76",1.0.0f,,,KY8zTUDu
"Andromeda (Game Plan 1985) JPSalas 4.0.0","Andromeda (Game Plan 1985)",Game Plan,1985,4,SS,,"Fantasy, Women","http://www.ipdb.org/machine.cgi?id=73",73,,"Ed Cebula, Mike Kubin","JPSalas, Siggi, Editoy, Kiwi, Albert",4.0.0,andromed,,z7q3NjkJ
"Animal (Original 2017) Hursty 1.0","Animal (Original 2017)",Original,2017,4,SS,,"TV Show",,,,"Hursty","Hursty",1.0,glxplay,,gfnXzmnv
"Animal Crossing Pinball (Original 2021) SG1bsoN 1.1","Animal Crossing Pinball (Original 2021)",Original,2021,,SS,,"Video Game, Kids",,,,,"SG1bsoN, HiRez00",1.1,,"Music, FlexDMD, Kids",UylqoheR
"Anna's Colours (Original 2006) Sphere 2.1","Anna's Colours (Original 2006)",Original,2006,,,,,,,,,"Sphere",2.1,,,p22cf-ZWty
"Annabelle (Original 2020) Davor Lipovac 1.0 MOD","Annabelle (Original 2020)",Original,2020,4,SS,,"Movie, Horror, Supernatural",,,,,"Davor Lipovac, JPSalas",1.0,seawitch,"MOD",Me8czadv
"Antar (Playmatic 1979) Bigus1 1.0 MOD","Antar (Playmatic 1979)",Playmatic,1979,,SS,,"Dragons, Fantasy","https://www.ipdb.org/machine.cgi?id=3646",3646,,,"Bigus1, Schinkenpeter",1.0,Antar2,"MOD",ablqTmmV4-
"Apache (Playmatic 1975) Nestorgian 1.1.0","Apache (Playmatic 1975)",Playmatic,1975,1,EM,,"Crime, Women, Adult","https://www.ipdb.org/machine.cgi?id=4483",4483,,,"Nestorgian",1.1.0,,,MB3WhUQ0ds
"Apache! (Taito do Brasil 1978) JPSalas 4.3.0","Apache! (Taito do Brasil 1978)",Taito do Brasil,1978,4,EM,,"American West, Native Americans, Warriors","https://www.ipdb.org/machine.cgi?id=4660",4660,,,"JPSalas, Editoy, Loserman76, Xenonph, Tio Italo",4.3.0,,,Q9Wxt1m8
"Apollo (Williams 1967) Ext2k 1.0.0 VR","Apollo (Williams 1967)",Williams,1967,,EM,,"Space Exploration",,,,"Norm Clark","Ext2k, JPSalas, Halen, HauntFreaks, Larouillas",1.0.0,,"VR",sZPreFcdyX
"Apollo (Williams 1967) JPSalas 1.0.2","Apollo (Williams 1967)",Williams,1967,,EM,,"Space Exploration",,,,"Norm Clark","JPSalas, Halen, Hauntfreaks",1.0.2,,,KaF2NNWQSK
"Apollo 13 (Sega 1995) UnclePaulie 2.1.1 SSF VR","Apollo 13 (Sega 1995)",Sega,1995,6,SS,,"Outer Space, Movie","http://www.ipdb.org/machine.cgi?id=3592",3592,,"Joe Balcer","UnclePaulie, Retro27, Balater, Herweh, Francisco666, Oqqsan, Tomate, Skitso, Sheltemke, Sixtoe, Apophis, 32assassin, VPW Team",2.1.1,apollo13,"VR, SSF, FSS, Hybrid, nFozzy, Fleep, LUT",Dln8y0RtYj
"Apollo 13 (Sega 1995) GeorgeH 1.1","Apollo 13 (Sega 1995)",Sega,1995,6,SS,,"Outer Space, Movie","http://www.ipdb.org/machine.cgi?id=3592",3592,,"Joe Balcer","GeorgeH, Francisco666, rom",1.1,apollo13,,sFzGwRwVgw
"Apollo 13 (Sega 1995) Balater 1.62","Apollo 13 (Sega 1995)",Sega,1995,6,SS,,"Outer Space, Movie","http://www.ipdb.org/machine.cgi?id=3592",3592,,"Joe Balcer","Balater, Herweh, Francisco666, ClarkKent, Chucky87, AgentEighty6, Arngrim, Bigus1, 32assassin",1.62,apollo13,,wSWbGBjQ
"Aqualand (Juegos Populares 1986) Ext2k 1.0.0 VR","Aqualand (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Amusement Park, Aquatic","http://www.ipdb.org/machine.cgi?id=3935",3935,,,"Ext2k, Goldchicco, 32assassin, Hmueck",1.0.0,aqualand,"VR",QEOeTMgQN8
"Aqualand (Juegos Populares 1986) Goldchicco 1.0 MOD","Aqualand (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Amusement Park, Aquatic","http://www.ipdb.org/machine.cgi?id=3935",3935,,,"Goldchicco, Hmueck, Movieguru, Bendo, 32assassin, JPSalas",1.0,aqualand,"MOD",Pucdih9x
"Aqualand (Juegos Populares 1986) Hmueck 1.0","Aqualand (Juegos Populares 1986)",Juegos Populares,1986,4,SS,,"Amusement Park, Aquatic","http://www.ipdb.org/machine.cgi?id=3935",3935,,,"Hmueck",1.0,aqualand,,TsxVsbO9
"Aquarius (Gottlieb 1970) Teisen 1.0 MOD","Aquarius (Gottlieb 1970)",Gottlieb,1970,1,EM,,"Astrology","http://www.ipdb.org/machine.cgi?id=79",79,,"Ed Krynski","Teisen, Loserman76, GNance",1.0,,"MOD",otDX39ZcQB
